Starting
300.0	-2.04525E-01	-4.17847E+00	-2.04525E-01	0.00000E+00	2.41486E-02	2.53567E-02
299.0	-2.56649E-01	-4.18120E+00	-2.56649E-01	0.00000E+00	2.61727E-02	7.38251E-02
298.0	-2.85571E-01	-4.17957E+00	-2.85571E-01	0.00000E+00	2.86508E-02	7.92362E-02
297.0	-2.78914E-01	-4.18427E+00	-2.54843E-01	0.00000E+00	8.44469E-03	1.00668E-02
296.0	-1.91368E-01	-4.18050E+00	-2.22049E-01	0.00000E+00	7.31310E-02	9.23866E-02
295.0	-1.87382E-01	-4.18263E+00	-1.92542E-01	0.00000E+00	3.93769E-02	2.92927E-02
294.0	-1.92999E-01	-4.17757E+00	-1.98293E-01	0.00000E+00	5.68961E-02	3.88252E-02
293.0	-1.98623E-01	-4.17663E+00	-1.91166E-01	0.00000E+00	4.90281E-02	6.83221E-02
292.0	-2.18000E-01	-4.17327E+00	-1.79055E-01	0.00000E+00	6.47051E-02	8.61246E-02
291.0	-8.61031E-02	-4.17520E+00	-1.34768E-01	0.00000E+00	6.92384E-02	3.21396E-02
290.0	-1.39839E-01	-4.17617E+00	-1.03398E-01	0.00000E+00	4.72399E-02	4.30431E-02
289.0	-4.90317E-02	-4.18170E+00	-9.59252E-02	0.00000E+00	3.24176E-02	4.88115E-02
288.0	-1.38648E-01	-4.17807E+00	-1.19878E-01	0.00000E+00	2.94951E-02	2.21374E-02
287.0	-1.45637E-01	-4.18173E+00	-1.33094E-01	0.00000E+00	3.79701E-02	5.17131E-02
286.0	-1.29174E-01	-4.17817E+00	-1.35285E-01	0.00000E+00	2.53721E-02	6.28194E-02
285.0	-1.27879E-01	-4.17997E+00	-1.07033E-01	0.00000E+00	4.39753E-02	1.86305E-02
284.0	-4.09044E-02	-4.17900E+00	-8.57176E-02	0.00000E+00	1.36802E-02	6.17699E-02
283.0	-7.27366E-02	-4.17827E+00	-4.01415E-02	0.00000E+00	6.20887E-02	9.39511E-02
282.0	-2.29702E-02	-4.18090E+00	-8.40786E-03	0.00000E+00	4.79743E-02	2.55900E-02
